elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P0401;P0402;P0403;P0404;P0405;P0406;P05;P0601;P0602;P0603;P0701;P0702;P0703;P08;P09;P10;P11;P1201;P1202;P1203;P1204;P1301;P1302;P1401;P1402;P1403;P1501;P1502;P16;P1701;P1702;P1703;P18;P19;P20;P21;P22;P2301;P2302;P2303;P2401;P2402;P2403;P2501;P2502;P2503;P2504;P2505;P2506;P26A01;P26A02;P26A03;P26A04;P26A05;P26A06;P26B01;P26B02;P26B03;P26B04;P26B05;P26B06;P27;P28;P29;P30;P31;P32;P33;P34;P35;wt;udatam
2486;911;3;2;3;45;2;50;1;7;8;7;7;6;6;6;7;8;6;6;99;99;4;1;1;2;4;2;0;0;9;10;10;10;10;2;2;2;1;2;1;2;2;3;3;3;7;6;2;9;9;9;6;3;8;5;4;0;2;1;1;1;1;1;8;12;12;12;12;12;4;2;3;2;5;5;2;7;1;,804213945967264;2
2487;17;3;1;3;72;1;63;5;6;7;6;7;5;6;3;1;8;99;8;1;99;2;1;1;1;5;6;0;0;10;10;10;10;10;3;3;4;1;4;4;2;6;12;5;4;7;6;10;4;5;2;3;5;5;5;0;0;2;2;2;2;1;1;7;6;6;0;12;12;5;5;3;2;3;2;3;5;4;,497062536812156;1
2488;700;3;2;3;45;2;64;1;7;11;0;0;2;1;0;5;7;8;7;6;4;4;4;3;4;2;5;9;4;7;11;9;6;5;4;4;1;1;1;1;1;1;6;1;6;1;2;3;7;10;10;0;0;0;0;10;10;1;1;1;1;1;1;12;12;12;12;12;12;8;0;4;3;4;3;3;3;4;2,55005435218072;2
2489;650;3;2;1;999;2;53;1;8;10;7;7;5;5;5;5;99;99;23;99;99;1;2;1;1;10;1;0;1;3;3;6;8;8;2;3;3;1;1;2;1;1;12;5;1;7;6;3;2;1;10;7;7;6;6;0;0;2;2;1;1;2;1;8;6;12;12;6;12;3;10;2;2;1;4;2;3;4;,665202351886471;1
2490;16;3;2;3;69;2;52;1;6;5;6;5;7;7;5;1;2;5;1;2;99;3;2;3;3;4;5;6;5;6;7;8;7;7;3;3;3;3;3;3;2;2;10;5;10;4;2;7;8;8;8;2;2;3;2;3;3;1;1;2;1;1;1;12;12;4;12;12;12;5;5;3;3;1;2;3;5;4;,387200959007396;3
2491;414;3;2;3;69;2;32;1;9;10;8;6;7;5;4;1;15;6;1;9;26;1;1;2;2;6;2;1;0;5;7;10;7;7;2;2;1;1;2;1;1;1;3;2;2;7;6;1;2;5;10;1;8;8;8;0;0;2;2;2;2;2;2;6;7;6;5;5;5;2;7;2;2;3;5;1;3;4;,634243942666708;3
2492;71;3;2;3;30;1;40;1;8;6;6;5;4;4;3;8;99;99;6;2;8;2;2;1;2;6;4;0;0;9;9;10;10;10;1;3;2;2;2;1;1;1;12;5;3;7;6;2;3;1;10;3;0;6;0;0;0;2;1;2;1;1;2;5;12;4;12;12;4;5;0;3;3;2;2;2;3;4;,606156696670425;2
2493;707;3;2;3;45;1;53;1;8;8;7;7;5;5;5;1;7;8;8;99;99;3;2;3;1;8;5;2;2;7;0;10;9;8;2;2;3;1;1;4;2;1;1;1;14;6;7;10;4;10;10;8;1;3;2;3;1;1;1;1;1;1;1;12;12;12;12;12;12;5;5;3;2;3;3;2;3;4;,533299704597875;2
2494;693;3;2;3;69;1;58;1;9;9;8;8;7;7;6;1;30;2;2;99;99;2;2;2;2;7;5;5;5;7;7;8;8;7;2;2;1;1;2;2;1;1;2;1;2;7;6;10;1;10;10;8;9;8;5;0;0;2;2;2;1;1;1;6;7;7;12;12;12;3;8;2;2;3;5;3;3;4;,634243942666708;3
2495;704;3;1;3;69;1;82;5;6;11;6;6;6;6;7;99;99;99;99;99;99;1;2;4;4;6;5;6;3;6;11;8;6;5;2;2;2;3;3;3;1;1;3;2;3;2;7;10;1;10;10;5;3;6;5;4;3;1;1;1;1;1;1;12;12;12;12;12;12;4;6;5;3;2;2;1;3;4;,606156696670425;3
2496;692;3;1;3;79;2;54;2;6;6;7;7;5;5;5;1;2;99;1;2;99;1;2;1;1;7;3;3;0;10;10;7;10;8;3;3;3;2;2;2;1;1;1;1;1;6;7;2;5;3;10;9;0;5;5;0;0;2;1;2;2;1;1;6;12;7;6;12;12;4;6;3;2;3;3;3;7;1;,533299704597875;2
2497;709;3;2;3;79;2;72;3;10;10;0;1;4;5;5;4;2;1;31;99;99;2;2;4;4;5;0;7;0;7;5;6;6;6;3;3;2;2;2;2;1;1;13;5;15;7;4;2;6;3;10;3;0;2;0;3;0;2;1;2;1;1;1;3;12;3;12;12;12;5;3;3;3;1;2;1;3;4;,665202351886471;2
2498;695;3;2;1;45;1;45;1;8;8;8;8;7;7;3;1;2;7;1;31;11;3;2;2;1;5;3;0;0;9;9;9;9;7;2;2;2;2;2;2;1;1;2;1;2;7;6;3;1;4;10;6;10;3;6;0;0;2;2;2;2;1;1;7;9;6;3;12;12;2;9;1;2;2;4;2;3;4;,791113437142758;2
2499;438;3;2;3;69;2;45;1;8;10;4;3;2;4;8;7;6;99;7;7;6;3;1;1;1;6;2;0;0;3;4;10;10;8;3;3;3;2;2;3;1;1;12;5;1;7;6;2;3;1;10;4;2;4;5;2;0;2;1;1;1;2;1;6;12;12;12;4;12;5;5;3;3;1;2;2;3;4;,665202351886471;3
2500;694;3;2;3;45;1;71;5;8;8;7;7;6;6;5;8;2;1;8;99;99;2;2;1;1;5;0;0;0;9;9;10;10;9;2;3;2;2;2;2;1;1;2;2;2;7;6;10;4;10;10;7;9;4;4;0;0;2;2;2;2;2;1;6;7;5;1;5;12;4;8;2;2;4;3;3;5;4;1,04960394315041;2
2501;463;3;1;3;69;2;65;5;7;8;5;7;0;6;5;1;2;8;1;2;8;2;2;3;1;5;6;0;0;8;8;10;6;8;2;4;2;4;1;2;1;1;12;5;1;7;6;5;1;2;10;7;5;3;3;0;0;2;2;2;2;1;1;8;7;2;0;12;12;4;4;2;3;3;3;2;3;4;,533299704597875;3
2502;190;3;2;1;53;1;69;5;8;8;7;7;6;6;6;1;18;2;31;99;99;1;2;1;1;7;7;3;4;10;10;9;4;7;2;3;2;1;1;1;1;1;10;5;10;7;10;10;1;2;5;8;7;6;7;4;0;2;2;2;2;2;2;7;7;4;4;7;2;4;7;2;2;1;4;2;3;4;,387200959007396;1
2503;148;3;2;3;999;1;52;1;7;7;7;8;6;7;7;1;2;99;99;99;99;1;1;1;2;8;6;4;3;6;7;7;5;4;1;3;1;3;3;1;1;1;3;2;3;7;2;10;1;10;10;7;5;7;0;4;0;2;2;2;1;1;1;7;6;5;12;12;12;3;6;3;3;4;2;3;7;1;,804213945967264;1
2504;353;3;2;3;69;1;42;1;7;7;7;7;5;5;1;1;2;98;2;18;99;2;3;4;1;1;5;5;7;5;7;8;7;9;3;4;2;4;3;2;3;4;14;5;9;6;5;10;8;8;8;1;5;5;2;1;5;2;1;1;1;1;1;0;12;12;12;12;12;11;5;3;3;3;4;3;3;4;1,58901963790318;3
2505;390;3;2;3;59;2;55;1;8;8;9;9;7;7;5;99;99;99;99;99;99;2;2;1;1;6;4;4;4;10;10;10;8;8;2;2;3;2;2;2;3;4;14;5;9;7;10;10;3;10;10;5;5;6;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;0;11;3;1;4;2;3;5;4;2,629652670665;2
2506;911;3;2;3;45;2;41;1;7;8;7;7;5;5;7;8;1;18;23;8;6;2;2;2;1;8;5;4;4;6;6;9;9;5;2;2;1;2;2;2;1;1;12;5;1;7;4;10;1;3;10;8;5;7;7;6;1;2;2;2;2;2;2;7;7;5;6;7;1;4;5;2;2;1;5;2;3;4;,665202351886471;2
2507;697;3;2;3;69;1;56;1;5;5;5;5;3;3;3;2;1;4;2;4;18;2;3;1;3;3;3;3;3;5;5;10;10;10;3;4;3;3;3;3;1;2;1;3;1;6;7;5;9;9;9;5;5;5;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;1;1;4;3;2;3;3;4;,533299704597875;3
2508;692;3;2;1;18;2;43;1;8;8;7;7;6;6;6;1;2;2;23;99;99;1;2;2;2;6;2;2;2;10;10;10;10;10;1;2;3;3;3;2;1;1;8;1;8;7;6;5;2;10;10;8;7;6;4;1;0;2;2;2;1;1;1;7;5;5;12;12;12;5;3;2;3;1;5;2;3;4;,387200959007396;2
2509;414;3;2;1;999;2;28;1;7;5;5;3;4;2;3;1;8;2;8;1;99;2;2;2;2;3;4;1;3;7;7;8;9;9;3;4;3;3;3;4;2;4;14;5;9;7;6;3;2;10;10;3;4;2;3;0;0;2;2;2;1;1;1;3;4;1;12;12;12;4;8;1;2;1;4;3;3;4;1,98203672571694;1
2510;820;3;1;3;45;2;72;5;8;7;6;5;5;4;8;1;6;8;8;10;1;2;3;1;1;4;4;0;5;10;8;10;9;8;3;3;2;1;1;1;1;1;5;3;5;7;6;10;4;2;10;5;7;8;8;2;0;2;2;2;2;2;2;5;6;6;4;8;7;3;5;3;2;4;6;3;5;4;,817023844465992;2
2511;71;3;2;1;71;2;43;1;8;8;5;4;3;3;3;5;2;16;5;16;99;3;2;4;4;4;3;2;2;5;7;8;8;8;3;3;2;1;2;2;1;1;13;5;15;7;6;5;1;2;10;7;7;3;2;0;0;2;1;1;1;1;1;11;12;12;12;12;12;4;8;1;2;1;3;2;4;4;,665202351886471;2
2512;702;3;2;3;40;1;70;5;9;9;8;9;6;8;5;8;6;1;99;99;99;2;1;3;1;7;3;2;0;10;7;8;8;8;1;2;3;3;2;4;1;1;13;5;15;10;10;10;1;5;4;11;11;11;11;11;11;2;1;1;1;1;1;8;12;12;12;12;12;5;11;3;1;4;2;1;5;4;,882552335420607;2
2513;427;3;2;3;69;2;64;5;5;5;5;5;5;5;0;1;2;8;5;1;99;3;1;4;1;4;4;0;0;10;10;10;10;10;3;3;3;3;3;4;2;4;14;5;9;7;6;5;1;10;10;4;4;4;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;11;11;1;3;3;1;3;3;4;1,58901963790318;3
2514;679;3;2;1;71;2;57;1;8;8;6;6;5;4;2;1;9;10;1;23;99;3;3;2;2;6;1;1;1;9;9;10;10;8;2;2;3;1;1;1;1;1;12;5;14;7;6;10;8;8;8;5;5;3;5;0;0;2;2;2;2;1;1;5;5;4;1;12;12;4;5;1;2;1;5;3;3;4;,615811846021675;2
2515;690;3;2;1;59;2;45;1;8;8;7;7;6;6;2;99;99;99;2;99;99;2;2;4;1;8;7;7;1;8;8;9;4;7;3;4;3;1;3;1;6;3;14;5;9;7;6;10;9;9;9;11;11;11;11;11;11;2;1;1;1;1;1;11;12;12;12;12;12;3;11;2;2;1;5;2;3;4;1,98203672571694;2
2516;707;3;2;3;72;2;51;1;5;4;6;4;1;0;3;5;8;2;2;8;20;2;4;1;1;8;4;5;0;10;10;10;9;10;3;3;3;3;3;3;1;1;12;5;14;4;3;7;6;5;1;6;4;9;4;8;2;1;1;1;1;1;1;12;12;12;12;12;12;7;6;2;1;4;2;3;7;1;,882552335420607;1
2517;700;3;1;1;64;1;62;6;8;8;4;3;2;1;6;2;1;15;10;18;99;1;4;3;1;4;7;1;7;10;10;10;10;10;4;4;1;2;2;1;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;2;2;2;2;2;2;5;0;0;0;0;0;9;2;1;1;5;3;5;4;1,98203672571694;2
2518;693;3;2;3;55;1;45;1;7;8;6;6;4;3;6;1;6;99;6;1;99;2;3;3;1;5;6;0;0;8;10;10;10;8;2;2;2;3;3;2;1;1;2;1;2;6;7;1;4;5;10;2;10;5;6;0;0;2;2;2;2;1;2;4;8;2;0;12;2;2;9;1;1;3;4;3;3;4;,634243942666708;2
2519;17;3;2;3;69;2;47;1;9;9;7;7;5;4;6;1;8;13;8;13;6;2;2;3;2;7;6;2;0;8;8;10;10;10;1;1;1;2;2;3;1;1;6;2;14;2;7;10;3;1;10;7;0;5;3;7;0;2;2;1;1;1;1;7;5;12;12;12;12;6;0;3;3;3;5;2;3;4;,533299704597875;3
2520;703;3;2;3;30;1;70;5;4;0;5;5;6;6;3;7;2;6;6;6;99;2;2;1;3;10;6;0;0;6;6;8;6;8;2;2;3;4;4;4;1;1;13;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;2;2;2;1;1;11;11;11;11;12;12;11;11;6;3;5;5;3;7;1;1,04960394315041;2
2521;691;3;2;3;69;1;52;6;7;8;7;7;7;6;4;9;8;6;2;6;99;2;2;1;1;5;7;3;3;7;7;7;8;8;1;1;3;1;1;1;3;4;14;5;9;7;10;10;3;10;10;7;6;7;6;6;3;2;1;1;1;1;2;7;12;12;12;12;6;10;10;3;3;4;4;3;3;4;2,629652670665;3
2522;19;3;2;3;67;2;48;1;7;7;5;5;4;2;6;13;2;1;13;2;99;2;2;3;1;8;3;2;0;8;8;8;7;8;2;3;2;1;1;2;1;1;2;3;1;7;6;10;5;4;1;6;7;7;6;0;0;2;2;1;1;1;1;6;6;12;12;12;12;3;5;2;3;2;2;3;3;4;,665202351886471;2
2523;911;3;2;3;45;1;56;1;6;5;6;6;6;6;7;5;99;99;99;99;99;3;2;1;1;6;6;6;6;8;8;6;8;8;3;3;3;3;3;4;5;5;14;5;12;3;10;10;1;10;10;8;5;5;3;3;7;1;1;1;1;1;2;12;12;12;12;12;8;5;5;2;1;4;2;3;7;2;2,629652670665;2
2524;16;3;2;3;30;2;41;2;8;9;7;7;6;6;6;7;98;2;99;99;99;2;2;2;1;7;7;3;7;6;6;10;10;10;2;3;3;3;3;3;2;1;12;5;14;7;6;1;5;3;10;3;5;7;8;2;0;2;2;1;1;1;1;11;6;12;12;12;12;5;5;3;3;3;3;2;3;4;,634243942666708;2
2525;190;3;2;1;59;1;67;5;7;7;4;4;2;1;6;6;1;16;26;31;10;1;2;1;3;5;3;0;2;10;10;9;8;7;2;2;1;1;1;1;1;1;2;1;9;6;4;3;1;5;10;6;10;5;5;0;0;2;2;2;2;2;2;6;9;5;0;5;0;3;10;1;1;2;4;2;3;4;1,98203672571694;2
2526;379;3;2;3;67;2;68;5;8;7;7;5;5;4;5;1;2;4;35;99;99;2;2;2;2;6;5;0;1;10;9;8;9;9;2;2;2;1;1;3;1;1;2;2;2;7;6;3;1;10;10;6;9;5;5;1;0;2;2;2;2;1;2;7;9;6;1;12;1;5;8;1;1;1;4;2;3;4;,791113437142758;2
2527;706;3;1;3;999;1;55;1;7;7;7;7;6;5;7;2;6;2;2;6;2;1;2;2;2;5;5;5;5;0;0;10;10;6;2;2;4;2;2;2;2;2;12;5;14;7;10;10;10;10;10;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;11;11;6;4;3;5;3;3;4;1,58901963790318;1
2528;409;3;2;1;18;1;28;1;9;10;5;3;2;2;2;18;99;99;23;98;33;1;2;1;1;3;0;0;0;10;9;9;9;9;2;2;2;2;2;3;1;1;1;2;2;5;6;7;2;10;10;8;8;0;0;0;0;2;2;2;2;2;1;8;8;0;0;0;12;3;10;1;1;1;3;1;3;4;,791113437142758;2
2529;694;3;2;3;69;1;58;1;8;8;8;8;8;7;5;8;5;14;8;14;1;2;2;2;2;7;7;2;2;8;6;9;10;8;2;2;2;1;1;1;1;1;3;2;3;6;7;10;1;5;10;6;4;8;6;0;0;2;2;2;2;1;2;6;6;5;6;12;5;4;7;3;2;4;5;2;5;4;,804213945967264;3
2530;709;3;1;3;69;2;62;2;5;5;6;6;3;1;5;8;13;1;22;8;2;1;2;1;1;5;5;0;0;10;10;8;8;8;2;2;2;2;2;2;1;1;3;2;3;7;6;10;5;4;10;5;5;8;6;0;0;2;2;2;2;1;1;6;6;7;3;12;12;3;5;6;2;3;2;2;3;4;,485962183323026;3
2531;697;3;2;1;73;2;46;2;7;8;6;7;6;4;4;1;6;2;2;31;16;2;2;2;1;5;6;0;4;8;8;8;8;8;2;3;2;2;2;2;1;1;2;1;2;7;6;1;5;4;10;2;9;2;6;0;0;2;2;2;2;2;2;4;9;5;4;5;5;2;9;1;1;1;2;3;3;4;,791113437142758;1
2532;353;3;2;3;64;2;39;1;10;10;6;6;5;5;4;5;8;1;7;6;8;2;2;2;1;6;4;5;0;8;8;10;10;7;2;3;1;1;2;2;1;1;1;1;1;7;6;10;2;3;10;10;7;7;5;2;0;2;2;2;2;1;1;7;6;7;4;12;12;5;7;1;2;1;5;1;3;4;,665202351886471;2
2533;695;3;2;1;45;1;59;1;8;8;6;6;4;3;7;16;1;25;1;11;25;2;2;1;1;8;5;3;4;8;8;9;10;10;2;3;1;2;2;2;1;1;2;2;2;7;6;3;4;5;10;4;5;3;4;0;0;2;2;2;2;1;2;6;8;5;7;12;4;4;9;1;1;2;4;1;3;4;,791113437142758;2
2534;438;3;1;3;69;2;73;5;8;8;7;5;5;5;6;5;1;99;99;99;99;2;2;2;2;8;5;0;0;9;8;9;7;8;2;2;3;2;1;1;1;1;1;1;1;7;10;10;3;10;10;8;5;8;5;5;0;2;1;1;1;1;1;9;12;12;12;12;12;5;5;3;3;5;4;3;5;4;,882552335420607;3
2535;71;3;1;3;80;2;65;5;5;11;3;3;10;11;5;1;1;2;31;32;22;1;4;2;4;5;0;0;0;10;10;10;8;0;2;1;1;3;3;1;1;1;4;2;4;7;6;1;5;10;10;2;7;9;9;0;0;2;2;2;2;2;2;2;6;6;0;7;0;0;10;1;1;3;2;3;3;4;,497062536812156;1
2536;509;3;2;3;67;1;69;5;8;4;8;4;7;4;5;18;8;99;8;10;99;2;2;1;1;7;6;4;2;10;8;9;8;8;2;3;3;1;1;1;1;1;13;5;3;6;7;10;10;10;10;6;6;8;5;2;0;2;1;1;1;1;1;5;12;12;12;12;12;2;5;3;3;5;3;3;5;4;,804213945967264;2
2537;650;3;2;1;40;1;27;1;9;10;6;8;6;8;7;1;2;18;18;1;2;2;2;3;3;6;7;6;5;6;5;5;5;3;2;2;2;3;3;4;2;3;14;5;10;6;7;10;5;4;10;5;6;5;7;2;0;2;1;2;2;1;1;6;12;5;4;12;12;4;4;2;2;1;5;1;3;4;,387200959007396;2
2538;463;3;2;3;69;1;63;5;7;7;5;5;5;5;8;7;1;6;99;99;99;3;1;1;1;5;5;0;0;10;10;10;10;10;3;4;3;2;1;3;1;1;12;5;3;5;2;4;1;6;3;6;0;5;3;4;0;2;1;1;1;1;1;6;12;12;12;12;12;6;5;3;3;5;3;3;3;4;,804213945967264;3
2539;692;3;1;3;69;2;70;5;7;7;6;8;6;7;5;9;9;99;99;99;99;1;2;1;2;6;4;7;4;8;7;8;8;8;2;4;2;4;2;2;2;1;2;2;9;7;5;3;1;4;10;6;8;5;4;3;0;2;1;1;1;1;1;7;12;12;12;12;12;6;7;3;3;4;5;1;3;4;2,629652670665;3
2540;427;3;2;3;69;2;50;6;5;5;5;5;5;5;5;6;1;99;6;6;99;1;4;4;4;11;11;11;11;5;11;11;11;11;5;5;4;5;5;5;3;7;14;5;9;10;10;10;8;8;8;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;11;11;6;4;3;2;3;5;4;1,58901963790318;3
2541;702;3;2;3;45;1;28;1;9;10;7;7;6;6;4;4;99;99;99;99;99;2;2;2;2;7;5;5;5;8;8;10;8;8;2;3;2;2;2;2;1;1;1;2;1;4;7;5;8;8;8;7;4;5;2;4;2;2;2;1;1;1;1;7;5;12;12;12;12;5;2;3;2;2;2;3;3;4;,665202351886471;2
2542;820;3;2;3;79;2;54;3;6;6;7;7;4;5;3;2;1;10;6;99;99;2;2;4;4;5;5;5;5;8;8;8;8;8;3;3;3;2;2;2;2;6;12;5;9;9;9;9;9;9;9;5;5;5;5;5;5;2;2;2;1;1;1;7;6;6;12;12;12;5;6;3;1;3;4;3;3;4;1,58901963790318;2
2543;704;3;2;1;74;1;44;1;9;9;6;5;3;1;1;2;1;7;1;7;8;2;2;1;1;5;1;1;1;8;10;10;10;10;2;4;1;3;2;2;1;1;2;1;2;7;6;3;8;8;8;2;7;1;2;0;0;2;2;2;2;2;2;2;7;1;0;3;0;2;10;1;1;2;3;2;3;4;,791113437142758;2
2544;414;3;2;3;32;1;31;1;3;9;5;5;5;4;3;2;1;6;2;6;4;2;1;1;1;8;8;3;2;7;6;10;3;6;2;3;4;2;2;2;1;1;2;3;2;7;6;4;1;10;10;6;7;5;2;3;0;1;1;1;1;1;1;12;12;12;12;12;12;4;6;2;2;1;2;3;3;4;,791113437142758;2
2545;353;3;2;3;45;1;40;1;0;8;4;6;5;5;4;7;1;11;2;10;5;4;2;1;1;7;5;0;0;10;11;9;10;10;3;4;2;1;2;2;2;1;3;3;3;7;6;4;5;10;10;0;8;10;8;0;0;1;1;2;1;1;2;12;12;6;12;12;10;4;11;3;2;4;2;3;5;4;,804213945967264;2
2546;691;3;1;3;69;1;79;5;8;8;6;6;4;4;5;1;2;99;99;99;99;2;2;2;2;6;3;4;3;9;7;9;8;8;2;4;2;2;2;1;1;1;6;2;3;2;7;4;1;3;10;4;0;5;1;6;2;2;2;2;2;1;1;6;2;5;6;12;12;6;0;3;3;3;5;1;4;4;,485962183323026;3
2547;16;3;2;1;32;2;45;1;7;7;6;5;6;4;3;1;2;17;2;22;99;2;2;2;1;6;6;0;1;9;9;10;10;10;1;3;2;1;2;2;2;2;1;2;2;7;6;3;2;10;10;6;6;4;5;0;0;2;2;2;1;1;1;7;6;5;12;12;12;3;8;1;2;1;5;2;3;4;,791113437142758;2
2548;690;3;2;3;67;2;28;2;7;10;5;10;5;10;2;1;9;7;1;6;7;2;2;1;1;5;0;0;0;9;0;10;10;10;2;2;2;2;2;2;1;1;3;1;3;6;7;10;5;1;10;5;5;5;5;0;0;2;2;2;2;2;2;5;2;2;0;2;0;3;6;2;2;1;3;2;3;4;,606156696670425;2
2549;281;3;2;3;69;2;40;2;5;8;8;5;1;0;2;6;20;99;20;6;7;1;3;2;2;0;0;0;0;5;5;5;10;10;3;4;2;1;1;1;1;1;2;1;2;6;3;7;4;10;10;5;7;0;0;0;0;1;2;1;1;1;1;12;11;12;12;12;12;2;8;1;1;3;4;3;3;4;,634243942666708;3
2550;438;3;2;1;79;2;58;1;8;8;6;6;6;6;5;1;6;8;1;6;99;1;2;3;1;2;1;0;0;7;7;8;8;7;2;2;1;1;1;1;1;1;2;2;2;7;6;1;5;4;10;4;7;5;7;0;0;2;2;2;1;1;1;4;11;11;12;12;12;2;5;3;2;1;4;3;3;4;,791113437142758;2
2551;706;3;2;3;63;1;40;2;0;0;0;0;0;0;5;4;6;1;6;6;8;2;3;3;1;5;0;0;5;10;10;10;9;5;4;4;4;4;4;4;2;4;14;5;15;10;10;10;10;10;10;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;5;11;3;4;3;3;3;3;4;1,58901963790318;2
2552;406;3;1;3;999;2;76;5;8;6;6;4;4;5;3;13;8;18;8;99;99;3;2;1;1;4;2;5;2;8;6;10;10;8;3;3;4;2;2;2;1;1;13;5;15;2;10;10;1;10;10;10;0;0;0;0;0;2;2;2;2;1;1;8;0;2;0;12;12;5;5;6;2;4;4;3;4;4;,882552335420607;1
2553;697;3;2;1;79;2;31;1;3;5;4;11;4;4;3;4;8;99;23;6;22;2;2;2;2;3;5;0;3;10;10;10;8;10;4;4;1;2;2;3;1;1;13;5;15;7;6;4;2;1;10;5;5;5;0;0;0;2;2;1;1;2;2;5;5;12;12;5;5;5;5;6;2;1;2;3;7;1;,791113437142758;2
2554;696;3;2;3;55;2;53;1;10;10;8;8;6;5;10;1;99;99;99;99;99;1;1;4;4;10;5;0;2;0;0;8;8;6;1;1;4;4;4;4;2;6;5;1;9;7;10;10;4;10;10;0;2;0;8;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;0;6;4;4;2;2;7;1;2,629652670665;2
2555;19;3;2;3;69;1;34;1;9;9;5;5;5;5;5;1;5;2;23;1;6;2;2;2;2;7;5;5;1;9;9;10;10;10;2;2;4;2;2;2;2;3;14;5;10;7;10;10;1;10;10;5;5;5;5;5;5;2;1;1;1;1;1;5;12;12;12;12;12;5;0;3;3;2;4;1;3;4;,387200959007396;3
2556;648;3;1;3;77;1;87;5;5;5;7;6;5;4;4;18;99;99;32;99;99;2;3;2;2;0;8;0;6;8;11;11;7;11;4;4;3;4;4;3;1;3;14;5;1;5;10;10;2;10;10;3;3;1;0;0;11;2;1;1;1;1;1;11;12;12;12;12;12;7;11;6;1;3;2;3;3;4;,533299704597875;1
2557;16;3;1;1;81;1;54;1;5;4;6;6;5;5;3;6;99;99;99;99;99;1;2;2;1;2;2;0;2;6;7;6;6;5;4;4;4;3;3;3;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;1;2;2;1;1;5;12;3;0;12;12;5;5;1;1;1;2;3;3;4;1,98203672571694;2
2558;71;3;1;3;69;1;69;5;7;7;8;7;8;7;6;1;2;15;32;31;15;2;2;1;2;9;3;5;2;7;8;6;8;7;1;1;2;2;2;2;1;1;3;2;3;7;2;1;5;6;10;3;1;6;5;5;3;2;1;1;1;1;1;5;12;12;12;12;12;3;0;3;3;5;5;1;5;4;,804213945967264;3
2559;509;3;2;3;69;2;60;1;7;7;6;6;5;6;5;1;8;2;31;99;99;2;2;2;1;7;5;2;5;10;10;10;10;10;2;2;2;2;1;1;1;1;12;5;14;6;7;10;9;9;9;5;6;4;7;2;0;2;1;1;1;1;1;11;12;12;12;12;12;3;3;3;3;3;5;3;3;4;,634243942666708;3
2560;701;3;2;3;81;1;37;1;5;7;6;6;5;5;8;1;14;99;2;1;99;1;2;2;1;8;7;7;4;9;10;10;8;8;2;2;4;1;2;3;3;3;14;5;9;7;10;10;8;8;8;4;4;4;4;4;0;2;1;1;2;1;1;6;12;12;2;12;12;5;5;3;1;2;3;3;3;4;1,98203672571694;2
2561;445;3;2;3;45;1;64;1;10;10;0;0;0;0;4;99;99;99;6;6;1;2;2;1;1;4;0;0;0;10;10;10;10;10;2;3;4;1;1;3;1;1;13;5;15;5;10;10;1;10;10;8;0;0;0;0;0;2;1;1;1;2;2;8;12;12;12;6;5;5;5;3;2;4;2;3;5;4;,882552335420607;2
2562;19;3;2;3;30;1;50;1;6;6;4;3;3;2;1;7;6;8;6;8;1;2;2;2;1;6;2;3;1;10;10;10;10;10;3;4;2;2;2;1;1;1;1;3;1;7;2;6;3;10;10;3;0;2;0;0;0;2;2;2;2;1;1;4;2;3;1;12;12;5;4;2;3;2;5;2;3;4;,665202351886471;2
2563;16;3;2;1;59;2;46;1;8;8;7;7;5;4;2;8;1;5;23;2;6;1;2;1;1;6;4;0;0;8;10;10;10;10;2;4;2;1;2;3;1;1;1;1;1;7;6;10;5;10;10;9;3;4;5;0;0;2;2;2;2;2;2;8;4;2;0;5;0;5;9;1;2;1;4;2;3;4;,665202351886471;2
2564;71;3;1;3;61;1;61;5;7;7;6;7;3;6;8;1;2;4;9;99;99;1;2;2;2;7;5;3;5;6;7;5;5;5;1;2;4;3;3;4;1;1;1;2;1;7;5;6;8;8;8;10;0;0;0;0;0;2;1;1;2;1;1;7;12;12;7;12;12;7;5;3;3;2;5;3;2;4;,665202351886471;1
2565;881;3;1;2;40;1;69;5;3;4;2;1;11;11;0;4;99;99;99;99;99;2;5;4;4;6;5;0;4;0;0;10;11;11;5;5;2;3;2;1;3;4;14;5;9;8;8;8;8;8;8;6;6;3;4;2;0;2;2;2;2;2;1;11;11;11;11;11;12;4;8;1;1;1;6;2;3;4;1,98203672571694;2
2566;718;3;2;2;999;2;44;1;6;11;6;11;11;11;5;1;2;16;2;17;16;1;2;4;1;6;5;4;4;8;11;10;10;10;2;5;1;3;1;1;1;1;13;5;15;7;6;3;2;1;10;6;6;1;1;0;0;2;2;2;2;2;2;5;10;0;0;4;0;1;10;1;1;1;5;2;3;4;,791113437142758;1
